R0,R1,C1,R2,C2,Voc_slope,Voc_intercept,Capacity_Ah,CycleIndex,Battery
0.0239438588988144,0.0001,2049.392434061272,0.0001,84.47391200300288,-0.4999999999999999,3.753126726831305,1.861951950125798,1,B0005
0.0214826565412071,0.0009815313525725,75.19957810385083,0.0004411232614046,159.26808633645493,-0.4999999999999959,3.7615489907147817,1.851834040059685,2,B0005
0.0127745050308817,0.0001000000000045,1186.3613312261589,0.0001000000000043,780.946399791955,-0.4999999999999999,3.7846032132241874,1.84079871703338,3,B0005
0.0196722588275448,0.000100000085072,1312.2456426210906,0.0001000000834255,1929.825062463761,-0.4999999999910935,3.770606599616964,1.840688492109661,4,B0005
0.0248620537252179,0.0001000000000005,280.6458073059232,0.0001000000000004,17.958215051582123,-0.4999999999999454,3.759742174363282,1.84008683771641,5,B0005
0.0284730667164713,0.0001000000013697,35.14504447439111,0.000100000001392,11.036801629772004,-0.4999999999996939,3.753661115656051,1.841099358222776,6,B0005
0.034008545352778,0.000100000007663,161.9484924478117,0.0001000000076366,106.4428523645335,-0.499999999997492,3.7431959695363344,1.8405862545426583,7,B0005
0.015735730571532,0.0015625197742349,1351.33198922596,0.0014336891776668,1431.7511642898378,-0.4999999999999999,3.7791830721111994,1.831154136617008,8,B0005
0.0265760079505842,0.0001000000001979,26.04352200731438,0.0001000000000525,1716.5623432049138,-0.4999999999999999,3.761478281482781,1.8302233813202415,9,B0005
0.031805820495999,0.0001,847.1326559337592,0.0001,1233.6944896092689,-0.4999999999998261,3.750058220504565,1.8299994933417425,10,B0005
0.04040378793803,0.0001000000000027,312.1971092943063,0.0001000000000027,95.98405166222948,-0.4999999999999999,3.7306059657837,1.8299980558998383,11,B0005
0.0232845828313126,0.0001000000001071,1238.9926511930612,0.0001000000009203,680.0634279401054,-0.4999999999999999,3.770127383685451,1.8195979721105184,12,B0005
0.0001000000040545,0.0120877375514888,28.50537350832132,0.0200619434100689,43.1329979495048,-0.4999999999999999,3.750424064041394,1.8190998479483709,13,B0005
0.0353765066741506,0.0001000000006428,173.90329813704227,0.0001000000005262,263.94152837773,-0.4999999999999999,3.741695520766683,1.8187990098955569,14,B0005
0.0143721841017259,0.0001,121.62834387235,0.0001,50.798192883086266,-0.4999999999999999,3.7868785703919294,1.8079631905409188,15,B0005
0.0001000630815864,0.0069910701949993,142.424870923229,0.0131049368476768,75.90624826895221,-0.4999999999999968,3.77348120076542,1.8074753229188163,16,B0005
0.0268748841857618,0.0001560175661634,2163.289967674673,0.000156024773347,2843.296311453582,-0.4999999999998876,3.757672156518797,1.8079745895831805,17,B0005
0.0339811623320361,0.0001002799328315,4275.219301585431,0.0001002627484696,5032.00936355846,-0.4999999999999957,3.7415484424489818,1.8084160844930317,18,B0005
0.0365691948416489,0.000100722025433,2740.547602028936,0.0001007188584132,4191.103879126749,-0.4999999999999969,3.735275949786721,1.8081314276923424,19,B0005
0.0425501738482726,0.0001,260.5195482401932,0.0001,6542.661231477528,-0.4999999999810829,3.733844911897115,1.852414369975737,20,B0005
0.0591552276914338,0.0001000000382409,3560.435289537145,0.000100000038241,3363.343926555821,-0.4999999999999949,3.699928895798309,1.852794186676616,21,B0005
0.0405003993127704,0.0001000000000577,12.707827064883986,0.0001000000000753,23.15312712983917,-0.4999999999999999,3.737788545046464,1.841570188494747,22,B0005
0.0253688999088082,0.0001,554.3579568386361,0.0001,1197.3305416529224,-0.4999999999999999,3.767788400821386,1.8311634883197176,23,B0005
0.0035306351968148,0.0012293186512878,1673.9841394292591,0.0267884353369184,77.40056030608868,-0.4999999999999999,3.753250484976817,1.8305087381422456,24,B0005
0.0428301834318377,0.0001,2991.647828378055,0.0001,2131.7269211083512,-0.4999999999999985,3.726969626211358,1.8309385444155315,25,B0005
0.018594648971983,0.0001000000175316,189.59235019780124,0.0001000000185179,39.17076751976579,-0.4999999999999988,3.778738849158877,1.8193916427413332,26,B0005
0.0325580128454556,0.000100000000027,2239.902329480066,0.0001000000000187,2921.0322504560454,-0.4999999999999999,3.746162482845457,1.820129694529988,27,B0005
0.0374797930002556,0.000100000000001,2150.813108681278,0.0001,20.68961431086915,-0.4999999999981857,3.733868611593519,1.8193301668811832,28,B0005
0.0001030537888909,0.0001223201452631,292.90946118867856,0.0150797083217703,34.0841334636526,-0.4999999999999999,3.782340473853813,1.8081079539642115,29,B0005
